Sr No,Image File,Caption
9688,img/insta9688,Balmain Army 
9689,img/insta9689,Happy birthday to my best friend! I usually would be scared for us getting older but as each year passes I'm just happy we have more time on this earth together! I love you so much and hope this year brings you so much happiness 
9690,img/insta9690,"Last night was crazy! Kanye wished he could have performed last night and really tried so hard but it was ultimately out of his control! He has the best fans in the whole world, thank you all for coming out at 2am. Promise he will make up this pop up show! "
9691,img/insta9691,Hey New York 
9692,img/insta9692,Wore my new Yeezy Season 2 heels with an orange 🍊 Pablo shirt yesterday in support of gun violence awareness day. Something has to change 🚫🔫 
9693,img/insta9693,It's gun violence awareness day 🚫🔫 
9694,img/insta9694,MOOD 
9695,img/insta9695,North isn't afraid of snap chat anymore! Follow me on snap 👻 
9696,img/insta9696,Today's vibes 
9697,img/insta9697,Happy Birthday Lord!!! Spending all day trying to find the right pic to post made me remember all of our amazing memories as a family! Love you HBD 
9698,img/insta9698,Thank you for making me this gorgeous dress. And for glam with jewels. 
9699,img/insta9699,Vogue 100 
9700,img/insta9700,What a fun night!!!! Getting ready for the Vogue 100th birthday party with & wearing 
9701,img/insta9701,Happy 2 year anniversary to the love of my life! You make me so happy! I love you so much!!! 
9702,img/insta9702,"My ring shined so bright for our love in Rome while we celebrated our 2 year anniversary in Italy, the country we got married in! "
9703,img/insta9703,Legend 
9704,img/insta9704,When in Rome...Go see La Traviata with Valentino! 🇮🇹 
9705,img/insta9705,Teatro dell 'Opera 
9706,img/insta9706,Thank you British Vogue for having me at the festival yesterday with my doll 
9707,img/insta9707,My cover is on stands now! 📷 
9708,img/insta9708,"My Australian Vogue shoot has me missing Australia, I need to come back soon 🐨 "
9709,img/insta9709,Vogue Australia 
9710,img/insta9710,I love this shoot! Thank you for styling this so perfectly!!! ❤️❤️❤️ 
9711,img/insta9711,The girls got princess make overs at the Bibbity Bobbity Botique! I've never seen anything sweeter! Thank you for the magical memories! 
9712,img/insta9712,My visit to Ernest Hemingway's house in Cuba is on my app today! Link in my bio 
9713,img/insta9713,Missing Cuba 
9714,img/insta9714,A big thank you to Fawaz Gruosi for having me at the event tonight! Obsessed with these jewels 
9715,img/insta9715,Thank you for the Cannes Glam! & 
9716,img/insta9716,Thank you for making this amazing dress for me to wear in Cannes! 
9717,img/insta9717,Cannes! 🇫🇷 
9718,img/insta9718,Cannes we're here! 👻 KimKardashian 
9719,img/insta9719,Vivenne Westwood for the Webby's 
9720,img/insta9720,Iceland 
9721,img/insta9721,😍 
9722,img/insta9722,to Vail with my ❤️'s 
9723,img/insta9723,😜🌂🎂 
9724,img/insta9724,Happy Birthday to the last Emperor Valentino! We can't wait to celebrate with you next week!!!! We love you! 
9725,img/insta9725,"Tonight's episode is one of my favorites this season, it's super emotional. I hope you guys tune in Keeping Up With the Kardashians is on in a few minutes! Tune into E! "
9726,img/insta9726,Happy Mothers Day to my grandma MJ. So happy I got to spend the day with you and my babies! You have taught all of us girls to be independent and work hard and I'm so grateful for you! 
9727,img/insta9727,Happy Mothers Day mom! I'm so lucky to have you as my mom. Being a mom now makes me appreciate how hard it was to raise all of us! I love finding old pics and seeing us always dressed as twins (even though I look cray with the bangs I just cut). I love you! 
9728,img/insta9728,June Cover wearing Yeezy 
9729,img/insta9729,Viva Cohiba 
9730,img/insta9730,On our way to Ernest Hemingway's home 
9731,img/insta9731,I love Cuba! One of our best trips yet! Being away and living in the moment having no phone service was so amazing! We felt like we stepped back into a different time period. I can't wait to go back. Thank you Cuba! 
9732,img/insta9732,I love my husbands eyes at the Met 
9733,img/insta9733,Balmain Army 
9734,img/insta9734,Thank you Vogue for making us the best dressed couple!!! THANK YOU & for bringing us & making us the sickest looks! We love you 
9735,img/insta9735,This diamond cuff earring though 
9736,img/insta9736,💎💎💎 
9737,img/insta9737,"Robot glam! We did a bleached brow, which I love for editorial or a themed fashion event like the Met. It's fun to take a risk at an event like this! & wet slicked back hair. "
9738,img/insta9738,About last night.... MET 2016 
9739,img/insta9739,This time last year.... 
9740,img/insta9740,Met Monday.... 
9741,img/insta9741,Midnight Met Prep 
9742,img/insta9742,Keeping Up With The Kardashians Season 12 premiere airs tonight!!!!!! Honestly this is one of the craziest seasons ever!!! Tune into E! 
9743,img/insta9743,So proud of on the launch of her new book! Looking at these collection of images is so inspiring! Thanks for signing a book for North! Love you!!! 
9744,img/insta9744,I stay working out 😫 
9745,img/insta9745,Set vibes 
9746,img/insta9746,Sipping' on some Lemonade this morning.... 👑🐝🍋 🙌🏽 
9747,img/insta9747,Shot a fun tutorial today with using only drug store products on my app! Link in bio 
9748,img/insta9748,"My fave dentist On the rare occasion that I smile, thanks for making my smile so pretty! We're gonna do some fun giveaways on my app! "
9749,img/insta9749,all chest no legs!!!! Shoutout to whoever took this pic! I love it! 
9750,img/insta9750,"I can't believe it has been a year since my cousins, Khloe, Kanye, North and I visited Armenia and learned so much about our family history. Today marks the 101st year of the Armenian Genocide. Over 1.5 million Armenians were massacred by the Ottoman Empire. Today is an extremely important day of memorial for me and millions of fellow Armenians across the world. We need to stand together as one and help get the recognized. 🇦🇲 "
9751,img/insta9751,My cutie 
9752,img/insta9752,Back in Miami 
9753,img/insta9753,bathroom break 
9754,img/insta9754,I will always remember this moment with one of my favorite artists! I was so star struck I froze! RIP Prince 
9755,img/insta9755,Girls day! 
9756,img/insta9756,blue lagoon! 
9757,img/insta9757,Icey 
9758,img/insta9758,On top of a glacier! 
9759,img/insta9759,Helicopter to the top of a glacier in Iceland! No biggie 
9760,img/insta9760,Happy Birthday Thank you for always doing everything first so I can copy you! I don't know what I would do without you! I love you! Happy Birthday! 
9761,img/insta9761,Iceland Waterfall 
9762,img/insta9762,
9763,img/insta9763,My is life!!! Yep we own the patent sooooo go to Lumee.com to get the original! Your selfies will be lit!!!! Xo 
9764,img/insta9764,My glam squad working hard 
9765,img/insta9765,Love you guys! 
9766,img/insta9766,Thank you Hakassan for having me! Thank you & for dressing me! And thank you for glamming me! 
9767,img/insta9767,One of my besties came to Vegas with us too! ❤️ Simon! 
9768,img/insta9768,Vegas this weekend was so much fun! The king of Vega$ came to hang out You guys don't understand! He threw me my very 1 st princess party in 2007! 
9769,img/insta9769,"My heart breaks for my sweet friend Rockie. I'm deeply saddened by your loss. Will, you were an angel to your family on earth and you will continue to be in the life after. May God bless you! Sending so many prayers to her and her family!!! May the Lord surround her and her children with love and protection during this devastating time. "
9770,img/insta9770,VEGA$ BABY 
9771,img/insta9771,All about our Vail trip today on my app and KimKardashianWest.com 
9772,img/insta9772,Do you wanna build a snowman ⛄️ 
9773,img/insta9773,Natures beauty 
9774,img/insta9774,Vail 
9775,img/insta9775,braids braids braids braids braids 
9776,img/insta9776,Praying for everyone in Armenia and all around the world! 🇦🇲 
9777,img/insta9777,MOOD 
9778,img/insta9778,👻 
9779,img/insta9779,TLOP 
9780,img/insta9780,Ultra Light Beams 
9781,img/insta9781,JAMES TURRELL 
9782,img/insta9782,Cocktails with Khloe vibes today! 🍸🍾🍺🍹Hair Make Up 
9783,img/insta9783,Happy Birthday I miss you! 
9784,img/insta9784,Happy Easter everyone! 🐰🐰🐰 
9785,img/insta9785,Good night 
9786,img/insta9786,When my fave photog uses my ... Get yours at LumeeCase.com 
9787,img/insta9787,I ❤️ Alber! 
9788,img/insta9788,LA LOVE! I love when they come to my home town! 
9789,img/insta9789,FAMILIA 
9790,img/insta9790,I love you guys! 
9791,img/insta9791,Love when my boo is in town ❤️💥 
9792,img/insta9792,Happy Birthday Robbie I love you so much!!! 🍀🍀🍀🎂🎂🎂 
9793,img/insta9793,Good morning 
9794,img/insta9794,👯 
9795,img/insta9795,Throwback to my baby...I can't believe how big she is now 
9796,img/insta9796,You're the sun in my morning babe 
9797,img/insta9797,beautiful morning 
9798,img/insta9798,Happy Birthday I can't even put into words how much you guys mean to me! We've literally been thru it all! I love you guys so much! 
9799,img/insta9799,Happy Birthday to the hardest working girl I know! I am so proud of you. Our travels around the world will always be some of my best memories! I Love you!!!! 
9800,img/insta9800,I'm on snapchat now! Add me- KimKardashian 🍑 
9801,img/insta9801,Reading my comments like....LOL 
9802,img/insta9802,
9803,img/insta9803,Paris flashback BTS on my app! 
9804,img/insta9804,Step up in this bitch like.... 
9805,img/insta9805,Bae's in Paris 
9806,img/insta9806,"About last night- This was the moment right before Sacha showed us the CRAZIEST scene from ""The Brothers Grimbsy"" We laughed so hard we cried! "
9807,img/insta9807,Filmed a fun new piece for my app! Cute stories with my besties! 
9808,img/insta9808,Hike 🌿 
9809,img/insta9809,Waves 🌊 
9810,img/insta9810,Beautiful morning 
9811,img/insta9811,Mogul Talk 🔑 
9812,img/insta9812,SAINT WEST 
9813,img/insta9813,"Happy Birthday dad! So much has gone on in our lives since you've been gone, and I know you have been my guardian angel seeing it all unfold! I love you and miss you so much! "
9814,img/insta9814,Birthdazeeee 
9815,img/insta9815,
9816,img/insta9816,So today we went baby shopping with & Kanye & North were a little too quiet. We found them passed out in the middle of the store 😂👼🏽 
9817,img/insta9817,Happy Birthday to my best friend We've been around the world on so many journeys. You can make any situation fun no matter what! I couldn't imagine life without you! I love you! 
9818,img/insta9818,Missing NYC 
9819,img/insta9819,YEEZY SEASON 3 FITTINGS BTS on my app! 
9820,img/insta9820,Last night at the Nas & Maxwell concert with ❤️ 
9821,img/insta9821,My Valentine 
9822,img/insta9822,Dressing room diaries 
9823,img/insta9823,PABLO 
9824,img/insta9824,Ultra Light Beams 💫 
9825,img/insta9825,YEEZY coat & shoes X Adidas jumpsuit 
9826,img/insta9826,Tell my baby I'm back in town... 
9827,img/insta9827,YZY SZN 3 
9828,img/insta9828,FITTINGS- Givenchy X Yeezy X Anti Social Social Club 
9829,img/insta9829,🌊 
9830,img/insta9830,The Life of Pablo 
9831,img/insta9831,I'm so proud of my husband! Last night was epic! A sold out Madison Square Garden for his fashion show/listening party!!!! 
9832,img/insta9832,Kim2 
9833,img/insta9833,
9834,img/insta9834,Step into this bitch like.... 
9835,img/insta9835,Ultra Light Beams 
9836,img/insta9836,YEEZY X BALMAIN The fam all dressed in exclusive Balmain for Yeezy pieces! Kanye flew to Paris a week ago and made it happen in 5 days!!! 
9837,img/insta9837,Yeezy Vibes 
9838,img/insta9838,OG's Day 1 ❤️ 
9839,img/insta9839,YEEZY SEASON 3 
9840,img/insta9840,Thank you Mr. Ralph Lauren for making Saint this little jacket. It's so special! We will cherish it forever! 
